,Borda,plurality,gt,minimax,gtd,Schulze,IRV
Borda,0.0,0.022727272727272728,-0.007575757575757576,0.0,-0.007575757575757576,0.0,0.022727272727272728
plurality,-0.022727272727272728,0.0,0.007575757575757576,-0.022727272727272728,0.007575757575757576,-0.022727272727272728,0.0
gt,0.007575757575757576,-0.007575757575757576,0.0,0.007575757575757576,0.0,0.007575757575757576,-0.007575757575757576
minimax,0.0,0.022727272727272728,-0.007575757575757576,0.0,-0.007575757575757576,0.0,0.022727272727272728
gtd,0.007575757575757576,-0.007575757575757576,0.0,0.007575757575757576,0.0,0.007575757575757576,-0.007575757575757576
Schulze,0.0,0.022727272727272728,-0.007575757575757576,0.0,-0.007575757575757576,0.0,0.022727272727272728
IRV,-0.022727272727272728,0.0,0.007575757575757576,-0.022727272727272728,0.007575757575757576,-0.022727272727272728,0.0
