,Borda,plurality,gt,minimax,gtd,Schulze,IRV
Borda,0.0,0.015151515151515152,-0.005050505050505051,0.0,-0.005050505050505051,0.0,0.015151515151515152
plurality,-0.015151515151515152,0.0,0.010101010101010102,-0.015151515151515152,0.010101010101010102,-0.015151515151515152,0.0
gt,0.005050505050505051,-0.010101010101010102,0.0,0.005050505050505051,0.0,0.005050505050505051,-0.010101010101010102
minimax,0.0,0.015151515151515152,-0.005050505050505051,0.0,-0.005050505050505051,0.0,0.015151515151515152
gtd,0.005050505050505051,-0.010101010101010102,0.0,0.005050505050505051,0.0,0.005050505050505051,-0.010101010101010102
Schulze,0.0,0.015151515151515152,-0.005050505050505051,0.0,-0.005050505050505051,0.0,0.015151515151515152
IRV,-0.015151515151515152,0.0,0.010101010101010102,-0.015151515151515152,0.010101010101010102,-0.015151515151515152,0.0
