,Borda,plurality,gt,minimax,gtd,Schulze,IRV
Borda,0.0,-0.009852216748768473,0.0,0.0,-0.009852216748768473,0.0,0.04433497536945813
plurality,0.009852216748768473,0.0,0.009852216748768473,0.009852216748768473,0.0,0.009852216748768473,-0.029556650246305417
gt,0.0,-0.009852216748768473,0.0,0.0,-0.009852216748768473,0.0,0.04433497536945813
minimax,0.0,-0.009852216748768473,0.0,0.0,-0.009852216748768473,0.0,0.04433497536945813
gtd,0.009852216748768473,0.0,0.009852216748768473,0.009852216748768473,0.0,0.009852216748768473,-0.029556650246305417
Schulze,0.0,-0.009852216748768473,0.0,0.0,-0.009852216748768473,0.0,0.04433497536945813
IRV,-0.04433497536945813,0.029556650246305417,-0.04433497536945813,-0.04433497536945813,0.029556650246305417,-0.04433497536945813,0.0
